age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
23, Private,695136, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,30, United-States, <=50K
35, Local-gov,304252, Assoc-acdm,12, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
40, Self-emp-not-inc,194924, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
51, Private,234057, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
65, Private,386672, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,15, United-States, <=50K
31, Local-gov,94991, HS-grad,9, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
37, Private,188377, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
45, Private,180010, HS-grad,9, Divorced, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
21, Self-emp-not-inc,236769, 7th-8th,4, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc,45604, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
49, Private,233639, 11th,7, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
19, Private,450200, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
32, Private,34104, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,3103,0,55, United-States, >50K
51, Private,266336, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1902,50, United-States, >50K
26, ?,176077, Some-college,10, Never-married, ?, Unmarried, White, Female,0,0,40, United-States, <=50K
61, Local-gov,224598, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,24, ?, <=50K
44, Private,109912, Doctorate,16, Married-civ-spouse, Exec-managerial, Wife, White, Female,15024,0,32, United-States, >50K
31, Private,214288, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, Self-emp-not-inc,132320, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,45, United-States, <=50K
23, Private,161532, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, State-gov,432052, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,15, United-States, <=50K
31, Private,186787, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,42, United-States, <=50K
26, Private,476558, 7th-8th,4, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
35, Self-emp-not-inc,225399, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,8614,0,40, United-States, >50K
62, Private,138253, Masters,14, Never-married, Handlers-cleaners, Not-in-family, White, Male,4650,0,40, United-States, <=50K
33, Private,163392, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,48, United-States, >50K
29, ?,168873, Some-college,10, Divorced, ?, Unmarried, White, Female,0,0,30, United-States, <=50K
28, Private,412149, 10th,6, Never-married, Farming-fishing, Other-relative, White, Male,0,0,35, Mexico, <=50K
24, Private,206827, Some-college,10, Never-married, Sales, Own-child, White, Female,5060,0,30, United-States, <=50K
20, ?,346341, Some-college,10, Never-married, ?, Not-in-family, White, Female,0,0,35, United-States, <=50K
33, Private,155475, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
36, Private,167482, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
57, Private,211678, 10th,6, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,64, United-States, <=50K
60, ?,134152, 9th,5, Divorced, ?, Not-in-family, Black, Male,0,0,35, United-States, <=50K
24, Private,83783, Bachelors,13, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
26, ?,221626, Bachelors,13, Married-civ-spouse, ?, Wife, White, Female,0,0,40, United-States, <=50K
41, Private,205195, Assoc-acdm,12, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc,321313, HS-grad,9, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
67, Private,140849, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,0,0,24, United-States, <=50K
20, Private,350824, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
47, Private,158924, HS-grad,9, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, United-States, <=50K
48, Private,99096, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,1590,38, United-States, <=50K
27, Private,94090, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
33, Private,194901, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
22, ?,24008, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,72, United-States, <=50K
18, Private,131414, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private,184801, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
28, Private,180007, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
28, Self-emp-inc,31717, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
50, Local-gov,159689, Some-college,10, Widowed, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
36, Private,116546, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
62, Private,67320, HS-grad,9, Widowed, Other-service, Other-relative, Black, Female,0,0,40, United-States, <=50K
42, Private,137907, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
63, Private,427770, 12th,8, Divorced, Priv-house-serv, Unmarried, Black, Female,0,0,30, United-States, <=50K
51, Private,237729, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
60, Self-emp-inc,93272, 7th-8th,4, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
45, Private,320192, 1st-4th,2, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
32, Private,360593, HS-grad,9, Divorced, Sales, Unmarried, Black, Female,0,0,30, United-States, <=50K
37, Self-emp-inc,39089, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,3103,0,50, United-States, >50K
29, Private,60722, HS-grad,9, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
49, Private,167159, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
56, Private,91262, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
47, Private,341471, HS-grad,9, Divorced, Priv-house-serv, Not-in-family, White, Female,0,0,4, United-States, <=50K
49, Local-gov,59612, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
38, Private,65390, 12th,8, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private,204516, 10th,6, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private,413110, HS-grad,9, Never-married, Other-service, Other-relative, Black, Female,0,0,15, United-States, <=50K
19, ?,138564, HS-grad,9, Never-married, ?, Own-child, White, Female,0,0,8, United-States, <=50K
27, Private,153288, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc,362062, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States, >50K
38, Private,101978, Some-college,10, Separated, Machine-op-inspct, Not-in-family, White, Male,0,2258,55, United-States, >50K
46, Federal-gov,219293, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,80, United-States, >50K
34, Private,265807, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,2051,55, United-States, <=50K
38, Private,165848, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,44, United-States, <=50K
41, Self-emp-not-inc,198196, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
45, Private,72896, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, State-gov,87282, Assoc-voc,11, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
59, ?,192130, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,16, United-States, <=50K
44, Local-gov,165304, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1485,40, United-States, >50K
39, Private,281768, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
42, Private,270721, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,32, United-States, <=50K
63, Private,154526, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private,224629, Masters,14, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,30, Cuba, <=50K
33, Private,185336, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
38, Private,277022, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Columbia, <=50K
35, Private,335704, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
58, Self-emp-not-inc,121912, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States, <=50K
19, ?,194608, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,10, United-States, <=50K
48, Private,99127, Assoc-acdm,12, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
72, Private,33404, 10th,6, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
38, Private,296212, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
37, Private,86551, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
34, Private,234537, Assoc-acdm,12, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc,43479, Doctorate,16, Divorced, Prof-specialty, Unmarried, White, Male,0,0,63, Canada, >50K
33, Private,142675, Bachelors,13, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,30, United-States, <=50K
34, Private,66384, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, United-States, <=50K
30, Private,159589, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1848,50, United-States, >50K
22, Private,378104, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private,212027, 11th,7, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
48, Self-emp-inc,287647, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,55, United-States, >50K
34, Private,106541, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
38, State-gov,125499, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7688,0,60, India, >50K
22, Private,271274, 11th,7, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private,175778, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private,119266, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
60, Local-gov,227311, 10th,6, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private,130397, 10th,6, Never-married, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
33, Private,30612, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
59, ?,182836, HS-grad,9, Married-civ-spouse, ?, Wife, White, Female,0,0,40, United-States, >50K
28, Private,214858, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc,34572, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,65, United-States, <=50K
27, Private,181280, Masters,14, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,30, United-States, <=50K
31, Private,93326, Some-college,10, Separated, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
29, Private,128604, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
52, Private,242517, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,7688,0,40, United-States, >50K
61, Local-gov,192085, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,15, United-States, <=50K
61, Local-gov,205711, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, >50K
35, State-gov,119421, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,35, United-States, >50K
60, Private,73069, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
35, Federal-gov,76845, 9th,5, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, United-States, <=50K
34, Private,181091, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, United-States, >50K
53, Local-gov,103995, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,1876,54, United-States, <=50K
63, State-gov,216871, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1740,40, United-States, <=50K
31, Self-emp-not-inc,161745, Bachelors,13, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0,1980,60, United-States, <=50K
32, Private,313835, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
52, Local-gov,133403, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
51, Private,88856, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2415,40, United-States, >50K
21, Private,75763, Some-college,10, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
57, Self-emp-inc,140319, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
21, Private,154964, HS-grad,9, Divorced, Machine-op-inspct, Other-relative, Black, Female,0,0,40, United-States, <=50K
29, Private,180115, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Female,0,0,45, United-States, <=50K
30, Private,118861, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
49, Self-emp-not-inc,126077, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
30, Self-emp-not-inc,223212, Bachelors,13, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
43, Federal-gov,25005, Masters,14, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,5013,0,12, United-States, <=50K
32, Private,42596, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
20, Private,184678, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,32, United-States, <=50K
36, Local-gov,51424, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private,156926, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
58, Private,277203, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,38, United-States, <=50K
21, Private,118401, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
38, Private,161016, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,32, United-States, <=50K
21, Private,127914, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
42, Self-emp-not-inc,336513, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,60, United-States, >50K
56, Private,227972, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,48, Germany, >50K
45, State-gov,101299, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
61, Private,111563, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,27, United-States, <=50K
64, ?,267198, Prof-school,15, Married-civ-spouse, ?, Husband, White, Male,0,0,16, United-States, <=50K
39, Private,51100, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
57, Local-gov,190748, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,35, United-States, <=50K
56, Private,231232, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,30, Canada, <=50K
45, Self-emp-inc,214690, Some-college,10, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private,123211, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,44, United-States, >50K
24, ?,172152, Bachelors,13, Never-married, ?, Not-in-family, Asian-Pac-Islander, Male,0,0,25, Taiwan, <=50K
33, Private,157887, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
20, ?,273701, Some-college,10, Never-married, ?, Other-relative, Black, Male,34095,0,10, United-States, <=50K
22, ?,211013, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,40, Mexico, <=50K
53, Private,153052, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
30, ?,159303, Bachelors,13, Married-civ-spouse, ?, Wife, White, Female,0,0,4, United-States, <=50K
39, Private,91711, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
33, Private,288840, HS-grad,9, Married-spouse-absent, Other-service, Unmarried, Black, Female,0,0,38, United-States, <=50K
45, Private,171540, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, State-gov,98776, HS-grad,9, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private,73679, Some-college,10, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
61, Private,33460, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private,309196, Assoc-acdm,12, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private,205100, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
39, Local-gov,203482, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, >50K
44, Private,124924, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
36, Private,276276, Some-college,10, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private,200973, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private,194654, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
48, Private,70668, 10th,6, Never-married, Priv-house-serv, Other-relative, White, Female,0,0,40, United-States, <=50K
34, Self-emp-not-inc,169186, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
23, Private,482082, 12th,8, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,21, Mexico, <=50K
31, Self-emp-not-inc,119411, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
25, Local-gov,190107, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,1719,16, United-States, <=50K
20, ?,144685, Some-college,10, Never-married, ?, Own-child, Asian-Pac-Islander, Female,0,1602,40, Taiwan, <=50K
22, Private,315476, 11th,7, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Private,167482, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
24, Private,346909, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, Mexico, <=50K
47, Private,157901, 11th,7, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,36, United-States, <=50K
38, Self-emp-inc,196373, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
45, Local-gov,61885, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,37, United-States, >50K
30, Local-gov,38268, HS-grad,9, Separated, Other-service, Unmarried, White, Male,0,0,40, United-States, >50K
41, Private,79586, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, China, >50K
52, Private,326156, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
26, Private,311743, HS-grad,9, Separated, Other-service, Unmarried, White, Female,0,0,39, United-States, <=50K
38, Federal-gov,318912, Assoc-voc,11, Divorced, Adm-clerical, Own-child, Black, Male,0,0,52, United-States, <=50K
48, Private,149210, Bachelors,13, Divorced, Sales, Not-in-family, Black, Male,0,0,40, United-States, >50K
29, Private,53271, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
36, Private,134367, HS-grad,9, Divorced, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
23, Private,156807, 9th,5, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,36, United-States, <=50K
24, Private,125031, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
18, ?,348533, HS-grad,9, Never-married, ?, Own-child, White, Female,0,0,3, United-States, <=50K
22, Private,136873, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private,116952, 7th-8th,4, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,45, United-States, <=50K
43, Private,309932, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, Private,313817, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Local-gov,255252, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
43, State-gov,139734, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
58, Self-emp-inc,189933, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
32, Private,106541, 5th-6th,3, Married-civ-spouse, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
42, Private,107276, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,2444,40, United-States, >50K
22, Self-emp-not-inc,210165, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Self-emp-not-inc,219897, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
58, Private,113398, HS-grad,9, Never-married, Other-service, Other-relative, White, Male,0,0,25, United-States, <=50K
41, Private,43501, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
25, Private,326370, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,38, ?, <=50K
25, Self-emp-inc,161007, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
27, Private,146760, Some-college,10, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
24, Private,698418, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,0,0,25, United-States, <=50K
57, Self-emp-inc,61885, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,60, United-States, >50K
51, Private,246519, 10th,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,2105,0,45, United-States, <=50K
30, Private,154568, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,36, Vietnam, >50K
23, Private,349156, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,45, United-States, <=50K
23, ?,113301, 11th,7, Separated, ?, Not-in-family, White, Female,0,0,35, United-States, <=50K
32, Private,205528, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
57, Self-emp-not-inc,56480, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,1, United-States, <=50K
25, Private,169124, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
27, Local-gov,286352, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
58, Private,119751, HS-grad,9, Married-civ-spouse, Priv-house-serv, Other-relative, Asian-Pac-Islander, Female,0,0,60, Philippines, <=50K
38, Private,210844, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2042,40, Columbia, <=50K
52, Private,178915, HS-grad,9, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
67, Self-emp-not-inc,148690, Masters,14, Widowed, Prof-specialty, Not-in-family, White, Male,18481,0,2, United-States, >50K
37, Private,213008, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Japan, <=50K
42, Private,56072, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
52, Local-gov,155141, Doctorate,16, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
40, Private,132222, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4386,0,50, United-States, >50K
49, Self-emp-not-inc,181547, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, Columbia, <=50K
50, Self-emp-not-inc,169112, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, United-States, <=50K
61, Private,57408, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
51, Private,200576, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Local-gov,149949, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
33, Local-gov,190027, Some-college,10, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,18, United-States, <=50K
22, Private,117606, Bachelors,13, Never-married, Sales, Own-child, White, Female,0,0,8, United-States, <=50K
43, ?,82077, Some-college,10, Divorced, ?, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
33, Local-gov,254935, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, <=50K
32, Private,171813, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
24, Private,500509, HS-grad,9, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
34, Private,238305, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female,0,1628,12, ?, <=50K
54, Private,103700, HS-grad,9, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
